intensity,model,n,seeds,Recall@10_mean,Recall@10_std,Hit@10_mean,Hit@10_std,NDCG@10_mean,NDCG@10_std,MRR@10_mean,MRR@10_std,Recall@20_mean,Recall@20_std,Hit@20_mean,Hit@20_std,NDCG@20_mean,NDCG@20_std,MRR@20_mean,MRR@20_std
1,LTP-only,27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.004863880278466548,0.004863880278466548,0.0014245014245014246,0.0014245014245014246
1,STI-only,27,2,0.2962962962962963,0.07407407407407407,0.2962962962962963,0.07407407407407407,0.13777374396719583,0.053746830708135504,0.08980746619635507,0.04630364491475602,0.48148148148148145,0.1111111111111111,0.48148148148148145,0.1111111111111111,0.18443092903666825,0.062226382718763976,0.10250474833808168,0.04812723284945508
1,Naive fusion,27,2,0.2962962962962963,0.037037037037037035,0.2962962962962963,0.037037037037037035,0.1164328124384214,0.026212508939600254,0.06372721928277485,0.022530864197530868,0.46296296296296297,0.09259259259259262,0.46296296296296297,0.09259259259259262,0.15820800358033593,0.039496487882060116,0.07501932224154446,0.025755109088442422
1,Adaptive fusion,27,2,0.2777777777777778,0.09259259259259259,0.2777777777777778,0.09259259259259259,0.11949877526274588,0.02396267273709938,0.07257495590828925,0.004012345679012354,0.48148148148148145,0.037037037037037035,0.48148148148148145,0.037037037037037035,0.17079961745661537,0.007888163460705935,0.08653965859848213,0.0014245014245014287
1,Sequential (GRU),27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.004440971603113545,0.004440971603113545,0.0010893246187363833,0.0010893246187363833
1,Conversation-aware,27,2,0.14814814814814814,0.037037037037037035,0.14814814814814814,0.037037037037037035,0.08103269640364899,0.03284640026794599,0.06090534979423868,0.03209876543209876,0.2962962962962963,0.07407407407407407,0.2962962962962963,0.07407407407407407,0.11812425553215733,0.04163181485481462,0.0708734234684527,0.034182098765432094
1,SASRec,27,2,0.05555555555555555,0.018518518518518517,0.05555555555555555,0.018518518518518517,0.017524111279442433,0.004331252497663832,0.0069958847736625515,0.0008230452674897124,0.09259259259259259,0.018518518518518517,0.09259259259259259,0.018518518518518517,0.026893704331476052,0.0050383405543697884,0.009553203997648443,0.001734273956496178
1,KBRD-style,27,2,0.42592592592592593,0.09259259259259259,0.42592592592592593,0.09259259259259259,0.18614732419676233,0.03384638264668065,0.11586566725455615,0.016894473838918275,0.5740740740740741,0.01851851851851849,0.5740740740740741,0.01851851851851849,0.22335080890310977,0.016035249339198226,0.12592643034894496,0.012515528926347629
1,AIPA w/o relationship,27,2,0.18518518518518517,0.07407407407407407,0.18518518518518517,0.07407407407407407,0.10448663657884714,0.039232580758739186,0.07829218106995885,0.028909465020576133,0.4629629629629629,0.05555555555555555,0.4629629629629629,0.05555555555555555,0.17457286900750787,0.03386970559569377,0.09744227642619455,0.027112727807172242
1,AIPA w/o counterfactual,27,2,0.18518518518518517,0.07407407407407407,0.18518518518518517,0.07407407407407407,0.10184707986620711,0.04078366081519019,0.07515432098765432,0.030709876543209873,0.4629629629629629,0.05555555555555555,0.4629629629629629,0.05555555555555555,0.17305504274033628,0.03515089213652853,0.09525044369815612,0.0286814522925634
1,AIPA w/o clarification,27,2,0.24074074074074073,0.09259259259259259,0.24074074074074073,0.09259259259259259,0.11109334133653043,0.03570204053608605,0.0705246913580247,0.01867283950617284,0.48148148148148145,0.1111111111111111,0.48148148148148145,0.1111111111111111,0.1709478273409992,0.03839101360543118,0.08641060092298483,0.018352805414208924
1,AIPA w/o persistence,27,2,0.24074074074074073,0.09259259259259259,0.24074074074074073,0.09259259259259259,0.11109334133653043,0.03570204053608605,0.0705246913580247,0.01867283950617284,0.4444444444444444,0.07407407407407407,0.4444444444444444,0.07407407407407407,0.16235154277283215,0.030134261557188444,0.084432686352621,0.016674261649751845
1,AIPA (rule policy),27,2,0.25925925925925924,0.07407407407407407,0.25925925925925924,0.07407407407407407,0.11398512800256433,0.033552829339832814,0.06915784832451499,0.021318342151675485,0.5185185185185185,0.03703703703703706,0.5185185185185185,0.03703703703703706,0.1808499868819555,0.02447025655881338,0.08822041208737116,0.01898164511468605
1,AIPA (full),27,2,0.24074074074074073,0.09259259259259259,0.24074074074074073,0.09259259259259259,0.11109334133653043,0.03570204053608605,0.0705246913580247,0.01867283950617284,0.4444444444444444,0.07407407407407407,0.4444444444444444,0.07407407407407407,0.16235154277283215,0.030134261557188444,0.084432686352621,0.016674261649751845
2,LTP-only,21,2,0.047619047619047616,0.0,0.047619047619047616,0.0,0.01776527225855052,0.002743135268753912,0.008928571428571428,0.002976190476190476,0.07142857142857142,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.02359028516612733,0.008568148176330724,0.010416666666666666,0.004464285714285714
2,STI-only,21,2,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.1080483470778005,0.01342277847401576,0.07482993197278912,0.004535147392290245,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.13757790583624935,0.032110896818323985,0.08266336837765409,0.0009173366316223425
2,Naive fusion,21,2,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.11681508644272376,0.00846728277496469,0.08796296296296297,0.031084656084656083,0.26190476190476186,0.11904761904761904,0.26190476190476186,0.11904761904761904,0.12950288857283124,0.004220519355142782,0.09177859177859177,0.027269027269027267
2,Adaptive fusion,21,2,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.098962330957491,0.04648328375139755,0.0653061224489796,0.038851095993953144,0.30952380952380953,0.11904761904761904,0.30952380952380953,0.11904761904761904,0.12277503632365816,0.0583912272128028,0.07171161925695319,0.042081989627323554
2,Sequential (GRU),21,2,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.007936507936507936,0.007936507936507936,0.003401360544217687,0.003401360544217687,0.07142857142857142,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.02028430698048434,0.004411291107468469,0.006933542647828362,0.00013082155939298824
2,Conversation-aware,21,2,0.11904761904761904,0.07142857142857142,0.11904761904761904,0.07142857142857142,0.056624650418397614,0.009005602799349997,0.03869047619047619,0.008928571428571428,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.14285714285714285,0.08742152778145329,0.028382838897256547,0.047521281239768634,0.0028988868274582545
